,W,I
623,603.9242044,0
624,604.0103967,0
625,604.0965882,0
626,604.1827789,0
627,604.2689687,0
628,604.3551577,0
629,604.4413458,0
630,604.5275331,0
631,604.6137195,0
632,604.6999051,0
633,604.7860899,0
634,604.8722738,0
635,604.9584569,0
636,605.0446391,0
637,605.1308205,0
638,605.217001,0
639,605.3031807,0
640,605.3893596,0
641,605.4755376,0
642,605.5617148,0
643,605.6478911,0
644,605.7340666,0
645,605.8202413,0
646,605.9064151,0
647,605.992588,0
648,606.0787602,0
649,606.1649314,0
650,606.2511019,0
651,606.3372715,0
652,606.4234402,0
653,606.5096081,0
654,606.5957751,0
655,606.6819413,0
656,606.7681067,0
657,606.8542712,0
658,606.9404349,0
659,607.0265977,0
660,607.1127597,0
661,607.1989208,0
662,607.2850811,0
663,607.3712405,0
664,607.4573991,0
665,607.5435569,0
666,607.6297137,0
667,607.7158698,0
668,607.802025,0
669,607.8881794,0
670,607.9743329,0
671,608.0604855,0
672,608.1466373,0
673,608.2327883,0
674,608.3189384,0
675,608.4050877,0
676,608.4912361,0
677,608.5773836,0
678,608.6635304,0
679,608.7496762,0
680,608.8358212,0
681,608.9219654,0
682,609.0081087,0
683,609.0942512,0
684,609.1803928,0
685,609.2665336,0
686,609.3526735,0
687,609.4388126,0
688,609.5249508,0
689,609.6110881,0
690,609.6972246,0
691,609.7833603,0
692,609.8694951,0
693,609.9556291,0
694,610.0417622,0
695,610.1278944,0
696,610.2140258,0
697,610.3001564,0
698,610.3862861,0
699,610.4724149,0
700,610.5585429,0
701,610.6446701,0
702,610.7307963,0
703,610.8169218,0
704,610.9030464,0
705,610.9891701,0
706,611.0752929,0
707,611.161415,0
708,611.2475361,0
709,611.3336564,0
710,611.4197759,0
711,611.5058945,0
712,611.5920122,0
713,611.6781291,0
714,611.7642451,0
715,611.8503603,0
716,611.9364746,0
717,612.0225881,0
718,612.1087007,0
719,612.1948125,0
720,612.2809234,0
721,612.3670334,0
722,612.4531426,0
723,612.5392509,0
724,612.6253584,0
725,612.711465,0
726,612.7975707,0
727,612.8836756,0
728,612.9697797,0
729,613.0558828,0
730,613.1419852,0
731,613.2280866,0
732,613.3141872,0
733,613.400287,0
734,613.4863859,0
735,613.5724839,0
736,613.6585811,0
737,613.7446774,0
738,613.8307728,0
739,613.9168674,0
740,614.0029612,0
741,614.089054,0
742,614.175146,0
743,614.2612372,0
744,614.3473275,0
745,614.4334169,0
746,614.5195055,0
747,614.6055932,0
748,614.69168,0
749,614.777766,0
750,614.8638512,0
751,614.9499354,0
752,615.0360188,0
753,615.1221014,0
754,615.208183,0
755,615.2942639,0
756,615.3803438,0
757,615.4664229,0
758,615.5525011,0
759,615.6385785,0
760,615.724655,0
761,615.8107306,0
762,615.8968054,0
763,615.9828793,0
764,616.0689524,0
765,616.1550245,0
766,616.2410958,0
767,616.3271663,0
768,616.4132359,0
769,616.4993046,0
770,616.5853725,0
771,616.6714395,0
772,616.7575056,0
773,616.8435709,0
774,616.9296353,0
775,617.0156988,0
776,617.1017615,0
777,617.1878233,0
778,617.2738842,0
779,617.3599443,0
780,617.4460035,0
781,617.5320618,0
782,617.6181192,0
783,617.7041758,0
784,617.7902316,0
785,617.8762864,0
786,617.9623404,0
787,618.0483936,0
788,618.1344458,0
789,618.2204972,0
790,618.3065477,0
791,618.3925974,0
792,618.4786462,0
793,618.5646941,0
794,618.6507412,0
795,618.7367873,0
796,618.8228326,0
797,618.9088771,0
798,618.9949207,0
799,619.0809634,0
800,619.1670052,0
801,619.2530462,0
802,619.3390862,0
803,619.4251255,0
804,619.5111638,0
805,619.5972013,0
806,619.6832379,0
807,619.7692736,0
808,619.8553085,0
809,619.9413425,0
810,620.0273756,0
811,620.1134079,0
812,620.1994392,0
813,620.2854697,0
814,620.3714994,0
815,620.4575281,0
816,620.543556,0
817,620.629583,0
818,620.7156092,0
819,620.8016345,0
820,620.8876588,0
821,620.9736824,0
822,621.059705,0
823,621.1457268,0
824,621.2317477,0
825,621.3177677,0
826,621.4037869,0
827,621.4898051,0
828,621.5758225,0
829,621.6618391,0
830,621.7478547,0
831,621.8338695,0
832,621.9198834,0
833,622.0058964,0
834,622.0919086,0
835,622.1779198,18.15
836,622.2639302,21
837,622.3499398,33.45
838,622.4359484,5.4
839,622.5219562,6.95
840,622.6079631,43.15
841,622.6939691,-16.35
842,622.7799742,12.95
843,622.8659785,32.75
844,622.9519818,20.85
845,623.0379843,29.1
846,623.123986,-7.8
847,623.2099867,16.45
848,623.2959866,24.15
849,623.3819856,-14.5
850,623.4679837,12.35
851,623.5539809,33.45
852,623.6399773,31.25
853,623.7259727,1.25
854,623.8119673,0.15
855,623.8979611,20.8
856,623.9839539,26
857,624.0699458,-22.6
858,624.1559369,-12.5
859,624.2419271,-4.35
860,624.3279164,10
861,624.4139049,2.85
862,624.4998924,30.55
863,624.5858791,6.2
864,624.6718649,21.8
865,624.7578498,-22.5
866,624.8438338,34.85
867,624.929817,1.2
868,625.0157993,2.5
869,625.1017806,10.1
870,625.1877612,26.3
871,625.2737408,12.95
872,625.3597195,24.8
873,625.4456974,20.15
874,625.5316743,27.05
875,625.6176504,1.25
876,625.7036257,11.1
877,625.7896,4.75
878,625.8755734,25.25
879,625.961546,38.95
880,626.0475177,18.8
881,626.1334884,-0.1
882,626.2194584,-27.5
883,626.3054274,16
884,626.3913955,13.55
885,626.4773628,26
886,626.5633291,-3.1
887,626.6492946,-24.4
888,626.7352592,-2.1
889,626.8212229,-16.3
890,626.9071858,18.45
891,626.9931477,-29.75
892,627.0791088,11.4
893,627.1650689,-19.4
894,627.2510282,0.05
895,627.3369866,20.2
896,627.4229441,-10.6
897,627.5089008,40.8
898,627.5948565,-3.85
899,627.6808114,36.6
900,627.7667653,-10
901,627.8527184,1.85
902,627.9386706,11.95
903,628.0246219,-6.3
904,628.1105723,-12.2
905,628.1965219,-9.75
906,628.2824705,22.5
907,628.3684182,38.05
908,628.4543651,26
909,628.5403111,9.35
910,628.6262562,14.75
911,628.7122004,-17.8
912,628.7981437,3.85
913,628.8840861,16.15
914,628.9700276,-3.75
915,629.0559683,23.6
916,629.141908,5.15
917,629.2278469,2.15
918,629.3137848,-3.55
919,629.3997219,11.6
920,629.4856581,-2.7
921,629.5715934,4.2
922,629.6575278,26.2
923,629.7434613,29.25
924,629.829394,44.65
925,629.9153257,8.85
926,630.0012565,-10.5
927,630.0871865,25.85
928,630.1731156,13.05
929,630.2590437,32.6
930,630.344971,39
931,630.4308974,17.65
932,630.5168229,10.15
933,630.6027475,29.35
934,630.6886712,-11.65
935,630.774594,36.15
936,630.8605159,38.85
937,630.9464369,13.75
938,631.0323571,26.75
939,631.1182763,10.75
940,631.2041947,20.55
941,631.2901121,10.35
942,631.3760287,20.3
943,631.4619443,27.2
944,631.5478591,0.85
945,631.633773,28.05
946,631.7196859,-16.25
947,631.805598,-1.3
948,631.8915092,-2.75
949,631.9774195,19.7
950,632.0633289,19.75
951,632.1492374,29.95
952,632.235145,18.9
953,632.3210517,-13.3
954,632.4069575,-16.25
955,632.4928624,-7.75
956,632.5787665,-18.95
957,632.6646696,1.6
958,632.7505718,4.65
959,632.8364731,16.75
960,632.9223736,-12.7
961,633.0082731,8.5
962,633.0941718,41.6
963,633.1800695,6.6
964,633.2659663,-7.25
965,633.3518623,10
966,633.4377573,6.6
967,633.5236515,5.35
968,633.6095447,23.3
969,633.6954371,19.05
970,633.7813285,10.4
971,633.8672191,37
972,633.9531087,-12.6
973,634.0389975,5.45
974,634.1248853,24.6
975,634.2107723,-8.5
976,634.2966583,0.4
977,634.3825435,2.6
978,634.4684277,23.75
979,634.5543111,3.95
980,634.6401935,20.5
981,634.7260751,32.9
982,634.8119557,-5.1
983,634.8978355,19.85
984,634.9837143,22.05
985,635.0695923,0.15
986,635.1554693,11.45
987,635.2413455,6.35
988,635.3272207,26.4
989,635.4130951,-5.55
990,635.4989685,27.1
991,635.584841,17.75
992,635.6707127,-0.35
993,635.7565834,35.5
994,635.8424532,12.8
995,635.9283221,21.8
996,636.0141902,34.05
997,636.1000573,10.6
998,636.1859235,-9.45
999,636.2717888,20.9
1000,636.3576532,33.8
1001,636.4435167,7.85
1002,636.5293793,12.15
1003,636.615241,13.1
1004,636.7011018,10.35
1005,636.7869616,-8.35
1006,636.8728206,38.2
1007,636.9586787,39
1008,637.0445359,2.45
1009,637.1303921,-1.5
1010,637.2162475,-7.2
1011,637.3021019,20.45
1012,637.3879555,0.25
1013,637.4738081,28.5
1014,637.5596598,-5.85
1015,637.6455107,11.3
1016,637.7313606,-9.5
1017,637.8172096,0.55
1018,637.9030577,-5.5
1019,637.9889049,19.15
1020,638.0747512,8.2
1021,638.1605966,19.4
1022,638.246441,25.95
1023,638.3322846,0.9
1024,638.4181273,20.95
1025,638.503969,43
1026,638.5898098,26
1027,638.6756498,23.7
1028,638.7614888,37.35
1029,638.8473269,59.7
1030,638.9331641,11.95
1031,639.0190004,18.85
1032,639.1048358,16.9
1033,639.1906703,33.15
1034,639.2765038,32.85
1035,639.3623365,9.6
1036,639.4481683,16.55
1037,639.5339991,20.8
1038,639.619829,18.9
1039,639.705658,4.8
1040,639.7914861,22.35
1041,639.8773133,48.1
1042,639.9631396,10.45
1043,640.048965,-1.45
1044,640.1347895,34
1045,640.220613,15.05
1046,640.3064356,12.7
1047,640.3922574,29.5
1048,640.4780782,2.6
1049,640.5638981,45.2
1050,640.6497171,16.85
1051,640.7355351,6.8
1052,640.8213523,20.6
1053,640.9071686,5.35
1054,640.9929839,-16
1055,641.0787983,23.6
1056,641.1646118,17.2
1057,641.2504244,3.55
1058,641.3362361,36.15
1059,641.4220469,-8.9
1060,641.5078567,7.5
1061,641.5936657,27.55
1062,641.6794737,-1.2
1063,641.7652808,25.4
1064,641.851087,30.05
1065,641.9368923,19.85
1066,642.0226967,24.1
1067,642.1085001,25.05
1068,642.1943026,-7.95
1069,642.2801043,16.9
1070,642.365905,-10.4
1071,642.4517048,48.6
1072,642.5375036,82.55
1073,642.6233016,-8.5
1074,642.7090986,0.45
1075,642.7948948,-1.42E-14
1076,642.88069,-18.6
1077,642.9664842,-1.2
1078,643.0522776,-29.65
1079,643.1380701,-3.2
1080,643.2238616,-15.25
1081,643.3096522,32.1
1082,643.3954419,3.25
1083,643.4812307,59.05
1084,643.5670186,12.55
1085,643.6528055,5.95
1086,643.7385916,26.1
1087,643.8243767,-2.05
1088,643.9101609,-13.35
1089,643.9959441,15.75
1090,644.0817265,25.9
1091,644.1675079,-1.35
1092,644.2532884,38
1093,644.339068,31.1
1094,644.4248467,27
1095,644.5106245,24.5
1096,644.5964013,1.2
1097,644.6821772,25.65
1098,644.7679522,-14.8
1099,644.8537263,23.7
1100,644.9394994,-12.5
1101,645.0252717,-8
1102,645.111043,-3.45
1103,645.1968134,-21.15
1104,645.2825828,22.15
1105,645.3683514,4.85
1106,645.454119,0.7
1107,645.5398857,-22.95
1108,645.6256515,25.1
1109,645.7114163,17.45
1110,645.7971803,18.7
1111,645.8829433,1.45
1112,645.9687054,0.35
1113,646.0544665,37.65
1114,646.1402268,23
1115,646.2259861,-11.15
1116,646.3117445,-1.25
1117,646.397502,-0.2
1118,646.4832585,2.45
1119,646.5690141,27.7
1120,646.6547688,0.85
1121,646.7405226,1.25
1122,646.8262755,-1.95
1123,646.9120274,11.95
1124,646.9977784,-1.8
1125,647.0835285,16.1
1126,647.1692776,19.65
1127,647.2550258,-5.4
1128,647.3407731,10.85
1129,647.4265195,-12.75
1130,647.512265,23.9
1131,647.5980095,1.45
1132,647.6837531,1.6
1133,647.7694957,-24.75
1134,647.8552375,7.3
1135,647.9409783,9.85
1136,648.0267182,-5.55
1137,648.1124572,1.4
1138,648.1981952,2.65
1139,648.2839323,9.3
1140,648.3696685,-5.85
1141,648.4554037,10.65
1142,648.5411381,2.7
1143,648.6268715,1.05
1144,648.7126039,-15.2
1145,648.7983355,19.4
1146,648.8840661,9
1147,648.9697958,2.5
1148,649.0555245,-6.9
1149,649.1412523,0.5
1150,649.2269792,6
1151,649.3127052,-4.55
1152,649.3984302,14.9
1153,649.4841543,16.4
1154,649.5698775,12.9
1155,649.6555998,-31.8
1156,649.7413211,-19.8
1157,649.8270415,-1.15
1158,649.9127609,1.35
1159,649.9984794,-8.15
1160,650.084197,-30.75
1161,650.1699137,-19.15
1162,650.2556294,-10.25
1163,650.3413442,36
1164,650.4270581,-31.2
1165,650.512771,6.35
1166,650.598483,34.4
1167,650.6841941,0.25
1168,650.7699042,-0.45
1169,650.8556135,-8.4
1170,650.9413217,8.7
1171,651.0270291,-7.85
1172,651.1127355,-27.25
1173,651.198441,9.9
1174,651.2841455,-3.5
1175,651.3698491,-21.25
1176,651.4555518,-18.25
1177,651.5412535,-1.15
1178,651.6269543,11.65
1179,651.7126542,-34.75
1180,651.7983531,20.7
1181,651.8840511,-0.95
1182,651.9697482,4.2
1183,652.0554444,-3.35
1184,652.1411396,10.75
1185,652.2268338,15.75
1186,652.3125272,37.75
1187,652.3982195,-7.6
1188,652.483911,15.4
1189,652.5696015,9.4
1190,652.6552911,-4.3
1191,652.7409798,13.7
1192,652.8266675,-4.85
1193,652.9123543,-23.55
1194,652.9980401,4.05
1195,653.083725,-7.3
1196,653.169409,-0.55
1197,653.255092,-6.8
1198,653.3407741,9.3
1199,653.4264553,-16.25
1200,653.5121355,1.45
1201,653.5978148,-11
1202,653.6834931,8.05
1203,653.7691705,-24.5
1204,653.854847,-13.15
1205,653.9405225,-1.4
1206,654.0261971,-41.7
1207,654.1118707,-1.7
1208,654.1975435,5.75
1209,654.2832152,7.85
1210,654.3688861,-14.65
1211,654.454556,-20.55
1212,654.5402249,-27.55
1213,654.6258929,45.3
1214,654.71156,-9.55
1215,654.7972261,0.1
1216,654.8828913,-12.05
1217,654.9685556,6.25
1218,655.0542189,-11.75
1219,655.1398813,-1.25
1220,655.2255427,-50.8
1221,655.3112032,-26.5
1222,655.3968627,12.7
1223,655.4825213,-7.9
1224,655.568179,-8.75
1225,655.6538357,3.1
1226,655.7394915,-8.25
1227,655.8251464,-23.4
1228,655.9108002,-15.55
1229,655.9964532,-20.35
1230,656.0821052,-11.45
1231,656.1677563,4.65
1232,656.2534064,18.25
1233,656.3390556,-6.75
1234,656.4247038,-1.3
1235,656.5103511,-11.55
1236,656.5959975,1.5
1237,656.6816429,2.85
1238,656.7672874,2.65
1239,656.8529309,-4.9
1240,656.9385735,-18.1
1241,657.0242151,-0.65
1242,657.1098558,15.9
1243,657.1954955,-15.65
1244,657.2811343,-17.45
1245,657.3667722,-31.9
1246,657.4524091,-19.45
1247,657.538045,8.3
1248,657.6236801,12.35
1249,657.7093141,30.1
1250,657.7949472,-8.4
1251,657.8805794,6.1
1252,657.9662107,-35.4
1253,658.0518409,-15.25
1254,658.1374703,17
1255,658.2230987,-16.05
1256,658.3087261,-12.45
1257,658.3943526,38.35
1258,658.4799782,51.3
1259,658.5656028,-19.7
1260,658.6512264,-30.3
1261,658.7368491,18.5
1262,658.8224709,-27.9
1263,658.9080917,50.1
1264,658.9937116,-1.7
1265,659.0793305,0.25
1266,659.1649484,-1.15
1267,659.2505655,2.15
1268,659.3361815,-13.05
1269,659.4217966,16.65
1270,659.5074108,-6.25
1271,659.593024,31.25
1272,659.6786363,14
1273,659.7642476,24.1
1274,659.849858,10.75
1275,659.9354674,10.15
1276,660.0210759,-12.7
1277,660.1066834,19.05
1278,660.19229,18.25
1279,660.2778956,-7.55
1280,660.3635003,1.9
1281,660.449104,59.95
1282,660.5347067,-5.4
