   DEPTH         Ga         Sn          C    
528010.E-03  0.0000E+00  0.0000E+00  1.4500E+04
534010.E-03  0.0000E+00  0.0000E+00  8.3334E+03
540010.E-03  0.0000E+00  0.0000E+00  1.0333E+04
546010.E-03  0.0000E+00  0.0000E+00  8.0001E+03
552010.E-03  0.0000E+00  0.0000E+00  7.1667E+03
558010.E-03  0.0000E+00  0.0000E+00  6.0001E+03
564010.E-03  0.0000E+00  0.0000E+00  5.0000E+03
570010.E-03  0.0000E+00  0.0000E+00  2.8334E+03
576010.E-03  0.0000E+00  0.0000E+00  1.1667E+03
582010.E-03  0.0000E+00  0.0000E+00  6.6667E+02
588010.E-03  0.0000E+00  0.0000E+00  5.0001E+02
594010.E-03  0.0000E+00  0.0000E+00  3.3334E+02
600010.E-03  0.0000E+00  0.0000E+00  8.3334E+02
