DEPTH,Ga,Si,O,C
1.76E+02,3.90E+04,1.90E+04,4.55E+04,2.05E+08
1.78E+02,3.50E+04,1.70E+04,5.00E+04,2.05E+08
1.80E+02,3.25E+04,1.70E+04,4.55E+04,2.06E+08
1.82E+02,2.95E+04,1.75E+04,3.80E+04,2.06E+08
1.84E+02,3.50E+04,1.85E+04,3.35E+04,2.06E+08
1.86E+02,3.70E+04,2.15E+04,3.20E+04,2.05E+08
1.88E+02,4.50E+04,1.85E+04,2.85E+04,2.04E+08
1.90E+02,4.40E+04,2.00E+04,3.55E+04,2.02E+08
1.92E+02,4.65E+04,2.20E+04,2.45E+04,1.99E+08
1.94E+02,5.05E+04,1.85E+04,3.50E+04,1.93E+08
1.96E+02,4.30E+04,1.40E+04,2.50E+04,1.84E+08
1.98E+02,5.30E+04,8.00E+03,2.15E+04,1.66E+08
2.00E+02,5.80E+04,1.10E+04,2.10E+04,1.24E+08
