====== Ga (30) into Diamond                     =======
        SRIM-2013.00
=====================================
       LATERAL SPREAD OF IONS        
 See SRIM Outputs\TDATA.txt for calc. details   
Ì===================================Ê===================================
  NOTE : The Projected LATERAL Spread is based on a projection on a     
  plane- just the way the XY or XZ displays look on the screen.  The    
  Lateral Projected Range is defined as the average of the absolute     
  values of the projected lateral displacements from the X-axis.        
  One use of this range: If a mask covers half of a target, the lateral 
  range is the distance under the mask where the concentration drops to 
  25% (at the mask edge the concentration= 50% of the uniform value).   
                                                                        
  The Radial Range is the mean radial displacement range from the       
  X-axis a-uming cylindrical symmetry.                                 
========================================================================
 See file: SRIM Outputs\TDATA.txt for data about the calculation
 Ion    = Si   Energy = 10 keV
 Total Ions calculated =99999.00
============= TARGET MATERIAL ======================================
Layer  1 : Diamond
Layer Width = 40000.E-02 AAA ;
  Layer # 1- Density = 17.59E22 atoms/cm3 = 3.51 g/cm3
  Layer # 1-  C = 100  Atomic Percent = 100  Mass Percent
====================================================================
 Ion Average Range = 896694.E-04 A   Straggling = 302459.E-04 A
 Ion Lateral Range = 207456.E-04 A   Straggling = 262531.E-04 A
 Ion Radial  Range = 318383.E-04 A   Straggling = 174310.E-04 A
====================================================================
                LATERAL     Projected      LATERAL        Radial    
1000100.E-04 21880645.E-06 27726535.E-06 33336034.E-06 18116685.E-06 
1040100.E-04 21521222.E-06 27072435.E-06 33548481.E-06 17736047.E-06 
1080100.E-04 22473208.E-06 28162132.E-06 34239726.E-06 17816232.E-06 
1120100.E-04 22068432.E-06 27782077.E-06 33911316.E-06 17918167.E-06 
1160100.E-04 22519522.E-06 28268794.E-06 34731253.E-06 18163947.E-06 
1200100.E-04 23273889.E-06 29044583.E-06 35274020.E-06 18232408.E-06 
1240100.E-04 22645575.E-06 28421496.E-06 35329339.E-06 18321897.E-06 
1280100.E-04 23091088.E-06 28806527.E-06 35399009.E-06 18511893.E-06 
1320100.E-04 22748442.E-06 28423393.E-06 34808050.E-06 18197108.E-06 
1360100.E-04 22733075.E-06 28552701.E-06 34883544.E-06 18130976.E-06 
1400100.E-04 22960447.E-06 28861932.E-06 35595555.E-06 18742327.E-06 
1440100.E-04 22926869.E-06 28980076.E-06 35127112.E-06 18875348.E-06 
1480100.E-04 24126173.E-06 30065013.E-06 36260230.E-06 19009870.E-06 
1520100.E-04 22800276.E-06 28460445.E-06 35369308.E-06 18174667.E-06 
1560100.E-04 23023797.E-06 28978354.E-06 35404750.E-06 18592154.E-06 
1600100.E-04 23434925.E-06 29820462.E-06 36001675.E-06 19644420.E-06 
1640100.E-04 23573814.E-06 28852734.E-06 35630081.E-06 17615873.E-06 
1680100.E-04 23317284.E-06 29374185.E-06 35686130.E-06 19080648.E-06 
1720100.E-04 23952124.E-06 30723482.E-06 36863205.E-06 20040291.E-06 
1760100.E-04 23825389.E-06 29117434.E-06 37126369.E-06 17094369.E-06 
1800100.E-04 24558333.E-06 30615643.E-06 37646214.E-06 19605642.E-06 
1840100.E-04 24504310.E-06 30828903.E-06 36250750.E-06 18446173.E-06 
1880100.E-04 20686303.E-06 26066228.E-06 34935461.E-06 17557844.E-06 
1920100.E-04 23430766.E-06 27966998.E-06 34964781.E-06 16672156.E-06 
1960100.E-04 16124142.E-06 23048509.E-06 29849017.E-06 18253323.E-06 
2000100.E-04 31639749.E-06 34747072.E-06 51483397.E-06 24905461.E-06 
2040100.E-04 16972380.E-06 23529586.E-06 30620545.E-06 22297058.E-06 
2080100.E-04 28976397.E-06 37077881.E-06 44823112.E-06 23608786.E-06 
2120100.E-04 18933852.E-06 23298450.E-06 24590322.E-06 98332256.E-07 
2160100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2200100.E-04 11050907.E-06 14977635.E-06 32727306.E-06 10594511.E-06 
2240100.E-04 18979342.E-07 18979342.E-07 22133334.E-06 00000000.E+00 
2280100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2320100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2360100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2400100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2440100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2480100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2520100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2560100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2600100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2640100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2680100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2720100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2760100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2800100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2840100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2880100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2920100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
2960100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3040100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3080100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3120100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3160100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3200100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3240100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3280100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3320100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3360100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3400100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3440100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3480100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3520100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3560100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3600100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3640100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3680100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3720100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3760100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3800100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3840100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3880100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3920100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
3960100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
4000100.E-04 00000000.E+00 00000000.E+00 00000000.E+00 00000000.E+00 
